,id,year,week,team,pts_for,opponent,pts_against,wins,cum_season_wins
915,20050122,2005,1,Benny,98.76,Ost,71.34,1.0,1.0
929,20050232,2005,2,Benny,81.68,Frank,83.84,0.0,1.0
941,20050332,2005,3,Benny,75.42,Sarge,95.66,0.0,1.0
10,20050442,2005,4,Benny,97.56,Schingen,102.88,0.0,1.0
22,20050542,2005,5,Benny,63.2,Faber,93.04,0.0,1.0
36,20050652,2005,6,Benny,91.44,Gresh,104.58,0.0,1.0
47,20050751,2005,7,Benny,75.98,Ceej,56.78,1.0,2.0
74,20050851,2005,8,Benny,100.76,Rades,97.42,1.0,3.0
77,20050902,2005,9,Benny,107.1,Lude,86.8,1.0,4.0
91,20051012,2005,10,Benny,122.58,Winks,106.28,1.0,5.0
139,20051122,2005,11,Benny,103.5,Strand,110.36,0.0,5.0
151,20051222,2005,12,Benny,114.5,Ost,69.82,1.0,6.0
165,20051332,2005,13,Benny,71.78,Frank,77.18,0.0,6.0
292,20060141,2006,1,Benny,73.34,Strand,99.08,0.0,0.0
991,20060241,2006,2,Benny,83.78,Frank,109.1,0.0,0.0
1001,20060331,2006,3,Benny,79.28,Faber,117.46,0.0,0.0
303,20060431,2006,4,Benny,93.62,Gresh,97.4,0.0,0.0
310,20060502,2006,5,Benny,53.5,Lude,85.6,0.0,0.0
331,20060612,2006,6,Benny,85.46,Sarge,101.12,0.0,0.0
345,20060722,2006,7,Benny,117.82,Ost,83.12,1.0,1.0
360,20060832,2006,8,Benny,129.64,Winks,69.36,1.0,2.0
374,20060942,2006,9,Benny,98.82,Ceej,76.74,1.0,3.0
387,20061051,2006,10,Benny,75.88,Schingen,119.62,0.0,3.0
399,20061151,2006,11,Benny,64.18,Rades,78.16,0.0,3.0
410,20061241,2006,12,Benny,103.16,Strand,104.8,0.0,3.0
422,20061341,2006,13,Benny,95.18,Frank,76.24,1.0,4.0
520,20070132,2007,1,Benny,57.78,Winks,105.6,0.0,0.0
575,20070242,2007,2,Benny,107.8,Ceej,74.66,1.0,1.0
587,20070342,2007,3,Benny,112.7,Gresh,115.42,0.0,1.0
1179,20070452,2007,4,Benny,62.52,Strand,73.86,0.0,1.0
596,20070551,2007,5,Benny,51.58,Frank,79.94,0.0,1.0
608,20070651,2007,6,Benny,51.3,Rades,131.92,0.0,1.0
666,20070741,2007,7,Benny,72.86,Schingen,105.6,0.0,1.0
186,20070802,2007,8,Benny,95.44,Lude,80.42,1.0,2.0
682,20070912,2007,9,Benny,109.2,Ost,122.94,0.0,2.0
696,20071022,2007,10,Benny,105.28,Faber,89.82,1.0,3.0
710,20071132,2007,11,Benny,87.8,Sarge,125.02,0.0,3.0
730,20071232,2007,12,Benny,97.8,Winks,127.8,0.0,3.0
744,20071342,2007,13,Benny,85.66,Ceej,46.04,1.0,4.0
197,20080151,2008,1,Benny,82.0,Schingen,87.32,0.0,0.0
1264,20080251,2008,2,Benny,163.9,Frank,88.78,1.0,1.0
1274,20080341,2008,3,Benny,95.66,Ceej,69.74,1.0,2.0
1286,20080441,2008,4,Benny,103.34,Gresh,76.56,1.0,3.0
826,20080531,2008,5,Benny,76.08,Rades,94.54,0.0,3.0
833,20080602,2008,6,Benny,78.98,Lude,95.54,0.0,3.0
847,20080712,2008,7,Benny,78.82,Strand,68.82,1.0,4.0
861,20080822,2008,8,Benny,53.56,Winks,84.76,0.0,4.0
875,20080932,2008,9,Benny,63.98,Sarge,60.88,1.0,5.0
902,20081042,2008,10,Benny,97.08,Ost,97.42,0.0,5.0
951,20081152,2008,11,Benny,63.54,Faber,55.42,1.0,6.0
962,20081251,2008,12,Benny,67.76,Schingen,80.54,0.0,6.0
973,20081351,2008,13,Benny,63.58,Frank,125.54,0.0,6.0
320,20090122,2009,1,Benny,97.62,Faber,123.86,0.0,0.0
1076,20090232,2009,2,Benny,74.44,Winks,104.9,0.0,0.0
1341,20090332,2009,3,Benny,61.38,Frank,119.86,0.0,0.0
1355,20090442,2009,4,Benny,71.2,Sarge,88.6,0.0,0.0
1367,20090542,2009,5,Benny,83.82,Strand,86.44,0.0,0.0
1381,20090652,2009,6,Benny,91.16,Ost,82.68,1.0,1.0
1091,20090751,2009,7,Benny,75.52,Schingen,98.32,0.0,1.0
1103,20090851,2009,8,Benny,62.02,Gresh,85.16,0.0,1.0
1106,20090902,2009,9,Benny,69.3,Lude,114.48,0.0,1.0
1120,20091012,2009,10,Benny,97.92,Ceej,87.78,1.0,2.0
1134,20091122,2009,11,Benny,70.58,Rades,97.7,0.0,2.0
1146,20091222,2009,12,Benny,122.84,Faber,82.72,1.0,3.0
1160,20091332,2009,13,Benny,115.26,Winks,100.5,1.0,4.0
1292,20100131,2010,1,Benny,83.78,Schingen,63.08,1.0,1.0
1304,20100231,2010,2,Benny,76.56,Ost,92.1,0.0,1.0
1396,20100321,2010,3,Benny,89.1,Gresh,65.24,1.0,2.0
1405,20100402,2010,4,Benny,85.1,Faber,66.16,1.0,3.0
1419,20100512,2010,5,Benny,129.36,Lude,98.54,1.0,4.0
1323,20100622,2010,6,Benny,72.52,Ceej,123.5,0.0,4.0
1337,20100732,2010,7,Benny,100.24,Winks,87.06,1.0,5.0
1426,20100841,2010,8,Benny,74.7,Strand,89.36,0.0,5.0
1438,20100941,2010,9,Benny,80.22,Rades,65.9,1.0,6.0
442,20101041,2010,10,Benny,96.26,Sarge,139.22,0.0,6.0
454,20101141,2010,11,Benny,103.38,Frank,97.54,1.0,7.0
1452,20101231,2010,12,Benny,74.88,Schingen,67.02,1.0,8.0
1464,20101331,2010,13,Benny,97.02,Ost,91.5,1.0,9.0
1472,20101411,2010,14,Benny,70.14,Strand,73.34,0.0,9.0
1484,20101531,2010,15,Benny,88.48,Sarge,103.46,0.0,9.0
1576,20110112,2011,1,Benny,103.18,Strand,127.16,0.0,0.0
1590,20110222,2011,2,Benny,74.08,Winks,120.62,0.0,0.0
1596,20110322,2011,3,Benny,58.34,Ost,96.22,0.0,0.0
1610,20110432,2011,4,Benny,106.34,Sarge,116.16,0.0,0.0
1622,20110532,2011,5,Benny,69.6,Rades,85.48,0.0,0.0
1636,20110642,2011,6,Benny,87.68,Ceej,93.14,0.0,0.0
1648,20110742,2011,7,Benny,81.92,Schingen,99.84,0.0,0.0
1662,20110852,2011,8,Benny,87.96,Faber,106.66,0.0,0.0
1673,20110951,2011,9,Benny,87.72,Frank,63.3,1.0,1.0
1676,20111002,2011,10,Benny,95.42,Lude,85.12,1.0,2.0
1689,20111112,2011,11,Benny,104.86,Gresh,87.1,1.0,3.0
1701,20111212,2011,12,Benny,85.94,Strand,108.34,0.0,3.0
1715,20111322,2011,13,Benny,60.68,Winks,124.66,0.0,3.0
1723,20111402,2011,14,Benny,98.16,Gresh,65.88,1.0,4.0
1739,20111542,2011,15,Benny,82.8,Rades,86.38,0.0,4.0
1748,20111631,2011,16,Benny,85.82,Frank,70.52,1.0,5.0
465,20120122,2012,1,Benny,90.92,Ost,79.74,1.0,1.0
479,20120232,2012,2,Benny,79.94,Ceej,79.26,1.0,2.0
1769,20120332,2012,3,Benny,87.2,Frank,110.92,0.0,2.0
1759,20120442,2012,4,Benny,99.02,Winks,87.24,1.0,3.0
1780,20120542,2012,5,Benny,101.88,Faber,51.48,1.0,4.0
1793,20120652,2012,6,Benny,113.46,Rades,153.92,0.0,4.0
1804,20120751,2012,7,Benny,116.6,Gresh,86.12,1.0,5.0
1816,20120851,2012,8,Benny,93.3,Schingen,81.18,1.0,6.0
1819,20120902,2012,9,Benny,74.14,Lude,108.76,0.0,6.0
1833,20121012,2012,10,Benny,86.94,Strand,79.0,1.0,7.0
1847,20121122,2012,11,Benny,113.9,Sarge,70.78,1.0,8.0
1859,20121222,2012,12,Benny,98.5,Ost,93.6,1.0,9.0
1873,20121332,2012,13,Benny,90.88,Ceej,89.7,1.0,10.0
1891,20121522,2012,15,Benny,84.66,Sarge,83.14,1.0,11.0
1899,20121602,2012,16,Benny,116.16,Lude,121.38,0.0,11.0
535,20130142,2013,1,Benny,99.56,Ceej,113.32,0.0,0.0
1918,20130252,2013,2,Benny,83.9,Schingen,127.84,0.0,0.0
1929,20130351,2013,3,Benny,111.14,Strand,94.36,1.0,1.0
1941,20130451,2013,4,Benny,92.18,Rades,106.48,0.0,1.0
1951,20130541,2013,5,Benny,92.68,Faber,116.96,0.0,1.0
1963,20130641,2013,6,Benny,121.24,Frank,84.6,1.0,2.0
1968,20130702,2013,7,Benny,81.12,Lude,96.56,0.0,2.0
1982,20130812,2013,8,Benny,86.98,Sarge,111.56,0.0,2.0
1996,20130922,2013,9,Benny,117.92,Gresh,92.18,1.0,3.0
2010,20131032,2013,10,Benny,101.04,Ost,97.5,1.0,4.0
2024,20131142,2013,11,Benny,118.76,Winks,83.38,1.0,5.0
2036,20131242,2013,12,Benny,101.32,Ceej,68.26,1.0,6.0
2050,20131352,2013,13,Benny,122.0,Schingen,77.5,1.0,7.0
2069,20131551,2013,15,Benny,98.18,Strand,91.56,1.0,8.0
2076,20131622,2013,16,Benny,53.88,Winks,72.28,0.0,8.0
2097,20140151,2014,1,Benny,128.32,Schingen,93.3,1.0,1.0
2109,20140251,2014,2,Benny,95.34,Frank,57.48,1.0,2.0
2119,20140341,2014,3,Benny,64.5,Winks,84.28,0.0,2.0
2131,20140441,2014,4,Benny,99.28,Sarge,78.9,1.0,3.0
2140,20140531,2014,5,Benny,71.72,Faber,101.94,0.0,3.0
2147,20140602,2014,6,Benny,78.72,Lude,127.92,0.0,3.0
2161,20140712,2014,7,Benny,70.5,Ost,56.74,1.0,4.0
2175,20140822,2014,8,Benny,88.38,Strand,138.82,0.0,4.0
2189,20140932,2014,9,Benny,82.22,Gresh,97.26,0.0,4.0
2203,20141042,2014,10,Benny,100.24,Rades,124.16,0.0,4.0
2217,20141152,2014,11,Benny,66.32,Ceej,94.66,0.0,4.0
765,20141251,2014,12,Benny,65.94,Schingen,104.32,0.0,4.0
777,20141351,2014,13,Benny,93.92,Frank,145.8,0.0,4.0
2230,20141431,2014,14,Benny,84.96,Frank,88.28,0.0,4.0
2235,20141512,2014,15,Benny,57.38,Ost,73.22,0.0,4.0
2278,20150112,2015,1,Benny,92.7,Strand,102.72,0.0,0.0
2292,20150222,2015,2,Benny,86.8,Ceej,57.66,1.0,1.0
2304,20150322,2015,3,Benny,151.7,Gresh,77.4,1.0,2.0
2318,20150432,2015,4,Benny,60.76,Ost,73.24,0.0,2.0
2331,20150532,2015,5,Benny,115.14,Winks,93.72,1.0,3.0
2345,20150642,2015,6,Benny,121.96,Sarge,96.98,1.0,4.0
2357,20150742,2015,7,Benny,89.18,Faber,114.24,0.0,4.0
2371,20150852,2015,8,Benny,130.62,Rades,94.1,1.0,5.0
2382,20150951,2015,9,Benny,126.98,Schingen,112.42,1.0,6.0
2385,20151002,2015,10,Benny,119.28,Lude,115.72,1.0,7.0
2399,20151112,2015,11,Benny,120.34,Frank,52.46,1.0,8.0
2411,20151212,2015,12,Benny,73.52,Strand,83.9,0.0,8.0
2425,20151322,2015,13,Benny,127.84,Ceej,89.92,1.0,9.0
215,20151542,2015,15,Benny,152.3,Winks,105.76,1.0,10.0
224,20151631,2015,16,Benny,121.02,Schingen,107.8,1.0,11.0
713,20160102,2016,1,Benny,105.26,Lude,158.4,0.0,0.0
493,20160211,2016,2,Benny,81.66,Strand,82.86,0.0,0.0
783,20160311,2016,3,Benny,91.34,Ceej,56.38,1.0,1.0
795,20160411,2016,4,Benny,102.64,Frank,141.72,0.0,1.0
1015,20160511,2016,5,Benny,88.98,Ost,73.28,1.0,2.0
1027,20160611,2016,6,Benny,60.0,Rades,88.06,0.0,2.0
1039,20160711,2016,7,Benny,96.34,Gresh,96.92,0.0,2.0
1051,20160811,2016,8,Benny,88.58,Winks,112.3,0.0,2.0
1195,20160911,2016,9,Benny,100.0,Sarge,88.94,1.0,3.0
1207,20161011,2016,10,Benny,76.54,Faber,101.92,0.0,3.0
1219,20161111,2016,11,Benny,90.94,Schingen,111.08,0.0,3.0
1230,20161202,2016,12,Benny,95.58,Lude,104.06,0.0,3.0
1243,20161311,2016,13,Benny,95.3,Strand,109.88,0.0,3.0
1255,20161411,2016,14,Benny,73.94,Ceej,66.6,1.0,4.0
1507,20161511,2016,15,Benny,58.74,Winks,102.86,0.0,4.0
1519,20161611,2016,16,Benny,80.08,Rades,98.88,0.0,4.0
2081,20170111,2017,1,Benny,60.38,Frank,69.98,0.0,0.0
2261,20170211,2017,2,Benny,75.28,Faber,61.12,1.0,1.0
2269,20170311,2017,3,Benny,112.62,Winks,93.6,1.0,2.0
231,20170411,2017,4,Benny,61.58,Rades,66.78,0.0,2.0
243,20170511,2017,5,Benny,73.62,Sarge,118.84,0.0,2.0
255,20170611,2017,6,Benny,75.42,Strand,62.54,1.0,3.0
55,20170711,2017,7,Benny,63.26,Gresh,69.04,0.0,3.0
1534,20170811,2017,8,Benny,87.72,Ceej,70.12,1.0,4.0
1546,20170911,2017,9,Benny,80.8,Ost,97.84,0.0,4.0
98,20171011,2017,10,Benny,84.94,Schingen,78.36,1.0,5.0
109,20171102,2017,11,Benny,80.3,Lude,90.22,0.0,5.0
122,20171211,2017,12,Benny,79.98,Frank,123.4,0.0,5.0
1560,20171311,2017,13,Benny,70.02,Faber,63.74,1.0,6.0
1572,20171411,2017,14,Benny,101.22,Faber,76.44,1.0,7.0
2443,20171511,2017,15,Benny,79.92,Gresh,89.84,0.0,7.0
2455,20171611,2017,16,Benny,58.06,Ost,102.24,0.0,7.0
258,20180111,2018,1,Benny,97.4,Sarge,104.12,0.0,0.0
270,20180211,2018,2,Benny,105.78,Ost,86.86,1.0,1.0
282,20180311,2018,3,Benny,80.9,Winks,125.04,0.0,1.0
2470,20180411,2018,4,Benny,87.62,Faber,123.3,0.0,1.0
2481,20180511,2018,5,Benny,77.4,Gresh,85.82,0.0,1.0
2492,20180602,2018,6,Benny,132.72,Lude,96.4,1.0,2.0
898,20180711,2018,7,Benny,85.1,Ceej,63.88,1.0,3.0
2504,20180811,2018,8,Benny,110.84,Schingen,73.46,1.0,4.0
2516,20180911,2018,9,Benny,55.04,Rades,111.08,0.0,4.0
2528,20181011,2018,10,Benny,128.4,Strand,152.52,0.0,4.0
2540,20181111,2018,11,Benny,109.44,Frank,109.94,0.0,4.0
547,20181211,2018,12,Benny,98.64,Sarge,89.06,1.0,5.0
559,20181311,2018,13,Benny,85.2,Ost,74.08,1.0,6.0
2556,20181511,2018,15,Benny,75.54,Ost,44.06,1.0,7.0
2568,20181611,2018,16,Benny,92.54,Faber,84.24,1.0,8.0
2576,20190111,2019,1,Benny,104.56,Rades,75.54,1.0,1.0
2587,20190202,2019,2,Benny,77.98,Lude,74.32,1.0,2.0
2601,20190312,2019,3,Benny,89.08,Ost,77.94,1.0,3.0
2614,20190421,2019,4,Benny,57.5,Ceej,68.02,0.0,3.0
504,20190521,2019,5,Benny,98.64,Strand,70.1,1.0,4.0
2626,20190621,2019,6,Benny,75.04,Sarge,90.72,0.0,4.0
2638,20190721,2019,7,Benny,66.42,Faber,86.62,0.0,4.0
612,20190821,2019,8,Benny,94.18,Winks,115.4,0.0,4.0
624,20190921,2019,9,Benny,89.52,Frank,115.14,0.0,4.0
636,20191021,2019,10,Benny,76.82,Gresh,77.72,0.0,4.0
648,20191121,2019,11,Benny,76.6,Schingen,86.38,0.0,4.0
2650,20191211,2019,12,Benny,80.96,Rades,46.14,1.0,5.0
2661,20191302,2019,13,Benny,104.1,Lude,80.72,1.0,6.0
2674,20191521,2019,15,Benny,43.04,Schingen,75.26,0.0,6.0
2683,20191602,2019,16,Benny,85.56,Ost,38.82,1.0,7.0
921,20050152,2005,1,Ceej,90.18,Schingen,65.54,1.0,1.0
925,20050212,2005,2,Ceej,117.68,Winks,75.88,1.0,2.0
0,20050352,2005,3,Ceej,158.84,Faber,135.8,1.0,3.0
6,20050422,2005,4,Ceej,118.86,Strand,84.02,1.0,4.0
24,20050552,2005,5,Ceej,79.94,Gresh,110.78,0.0,4.0
32,20050632,2005,6,Ceej,97.9,Ost,67.76,1.0,5.0
48,20050752,2005,7,Ceej,56.78,Benny,75.98,0.0,5.0
73,20050842,2005,8,Ceej,97.1,Frank,69.28,1.0,6.0
87,20050952,2005,9,Ceej,102.36,Rades,67.42,1.0,7.0
133,20051052,2005,10,Ceej,52.66,Sarge,86.72,0.0,7.0
135,20051102,2005,11,Ceej,70.1,Lude,125.5,0.0,7.0
157,20051252,2005,12,Ceej,127.34,Schingen,89.08,1.0,8.0
161,20051312,2005,13,Ceej,50.96,Winks,87.78,0.0,8.0
173,20051412,2005,14,Ceej,60.8,Gresh,84.94,0.0,8.0
177,20051512,2005,15,Ceej,112.92,Sarge,28.26,1.0,9.0
290,20060131,2006,1,Ceej,88.56,Frank,83.74,1.0,1.0
989,20060231,2006,2,Ceej,105.6,Faber,68.3,1.0,2.0
999,20060321,2006,3,Ceej,95.94,Gresh,74.34,1.0,3.0
298,20060402,2006,4,Ceej,104.82,Lude,93.64,1.0,4.0
312,20060512,2006,5,Ceej,103.46,Sarge,84.12,1.0,5.0
333,20060622,2006,6,Ceej,81.88,Ost,103.22,0.0,5.0
347,20060732,2006,7,Ceej,96.78,Winks,94.96,1.0,6.0
361,20060841,2006,8,Ceej,46.84,Schingen,81.24,0.0,6.0
373,20060941,2006,9,Ceej,76.74,Benny,98.82,0.0,6.0
385,20061041,2006,10,Ceej,88.48,Rades,79.02,1.0,7.0
397,20061141,2006,11,Ceej,66.22,Strand,117.0,0.0,7.0
408,20061231,2006,12,Ceej,92.74,Frank,91.38,1.0,8.0
420,20061331,2006,13,Ceej,67.22,Faber,113.38,0.0,8.0
428,20061411,2006,14,Ceej,95.96,Schingen,80.56,1.0,9.0
434,20061521,2006,15,Ceej,98.48,Strand,63.24,1.0,10.0
438,20061611,2006,16,Ceej,68.22,Gresh,90.78,0.0,10.0
521,20070141,2007,1,Ceej,67.18,Strand,62.06,1.0,1.0
574,20070241,2007,2,Ceej,74.66,Benny,107.8,0.0,1.0
584,20070331,2007,3,Ceej,114.46,Rades,99.48,1.0,2.0
1174,20070431,2007,4,Ceej,55.06,Schingen,63.04,0.0,2.0
1181,20070502,2007,5,Ceej,83.98,Lude,39.84,1.0,3.0
601,20070612,2007,6,Ceej,97.92,Ost,100.96,0.0,3.0
663,20070722,2007,7,Ceej,88.18,Faber,76.66,1.0,4.0
674,20070832,2007,8,Ceej,74.54,Sarge,123.04,0.0,4.0
688,20070942,2007,9,Ceej,90.8,Winks,107.68,0.0,4.0
701,20071051,2007,10,Ceej,85.94,Frank,92.02,0.0,4.0
721,20071151,2007,11,Ceej,86.22,Gresh,87.02,0.0,4.0
731,20071241,2007,12,Ceej,104.84,Strand,92.52,1.0,5.0
743,20071341,2007,13,Ceej,46.04,Benny,85.66,0.0,5.0
194,20080132,2008,1,Ceej,98.18,Ost,119.62,0.0,0.0
1263,20080242,2008,2,Ceej,81.94,Faber,83.46,0.0,0.0
1275,20080342,2008,3,Ceej,69.74,Benny,95.66,0.0,0.0
819,20080452,2008,4,Ceej,111.98,Frank,82.0,1.0,1.0
830,20080551,2008,5,Ceej,105.48,Schingen,110.22,0.0,1.0
842,20080651,2008,6,Ceej,105.04,Gresh,39.48,1.0,2.0
852,20080741,2008,7,Ceej,73.66,Rades,127.44,0.0,2.0
857,20080802,2008,8,Ceej,125.52,Lude,63.48,1.0,3.0
871,20080912,2008,9,Ceej,90.76,Strand,70.76,1.0,4.0
885,20081022,2008,10,Ceej,58.3,Winks,132.58,0.0,4.0
947,20081132,2008,11,Ceej,96.4,Sarge,93.98,1.0,5.0
959,20081232,2008,12,Ceej,77.9,Ost,118.7,0.0,5.0
972,20081342,2008,13,Ceej,101.8,Faber,85.06,1.0,6.0
976,20081402,2008,14,Ceej,100.38,Ost,75.68,1.0,7.0
1006,20081521,2008,15,Ceej,94.02,Rades,120.3,0.0,7.0
1010,20081611,2008,16,Ceej,94.56,Gresh,99.94,0.0,7.0
316,20090102,2009,1,Ceej,76.74,Lude,98.92,0.0,0.0
1071,20090211,2009,2,Ceej,83.22,Schingen,107.4,0.0,0.0
1083,20090311,2009,3,Ceej,109.36,Rades,99.6,1.0,1.0
1348,20090411,2009,4,Ceej,104.42,Faber,85.06,1.0,2.0
1360,20090511,2009,5,Ceej,80.06,Winks,88.02,0.0,2.0
1372,20090611,2009,6,Ceej,106.8,Frank,109.7,0.0,2.0
1384,20090711,2009,7,Ceej,105.7,Sarge,80.74,1.0,3.0
1095,20090811,2009,8,Ceej,82.68,Strand,78.66,1.0,4.0
1107,20090911,2009,9,Ceej,86.02,Ost,90.32,0.0,4.0
1119,20091011,2009,10,Ceej,87.78,Benny,97.92,0.0,4.0
1131,20091111,2009,11,Ceej,117.86,Gresh,113.2,1.0,5.0
1142,20091202,2009,12,Ceej,90.76,Lude,82.86,1.0,6.0
1155,20091311,2009,13,Ceej,61.4,Schingen,54.6,1.0,7.0
1167,20091411,2009,14,Ceej,115.6,Rades,99.1,1.0,8.0
1187,20091511,2009,15,Ceej,113.92,Sarge,96.22,1.0,9.0
1191,20091601,2009,16,Ceej,68.58,Gresh,112.18,0.0,9.0
1289,20100111,2010,1,Ceej,82.82,Gresh,71.82,1.0,1.0
1299,20100202,2010,2,Ceej,47.26,Faber,77.36,0.0,1.0
1395,20100312,2010,3,Ceej,115.58,Lude,96.9,1.0,2.0
1408,20100421,2010,4,Ceej,48.04,Strand,93.54,0.0,2.0
1420,20100521,2010,5,Ceej,107.44,Winks,89.5,1.0,3.0
1322,20100621,2010,6,Ceej,123.5,Benny,72.52,1.0,4.0
1334,20100721,2010,7,Ceej,111.6,Rades,85.86,1.0,5.0
1394,20100821,2010,8,Ceej,131.5,Sarge,77.52,1.0,6.0
1434,20100921,2010,9,Ceej,72.24,Frank,78.56,0.0,6.0
1446,20101021,2010,10,Ceej,129.1,Schingen,97.76,1.0,7.0
450,20101121,2010,11,Ceej,138.84,Ost,87.48,1.0,8.0
1448,20101211,2010,12,Ceej,103.36,Gresh,89.66,1.0,9.0
1459,20101302,2010,13,Ceej,91.34,Faber,91.18,1.0,10.0
1481,20101512,2010,15,Ceej,93.28,Lude,90.62,1.0,11.0
1494,20101621,2010,16,Ceej,77.88,Strand,95.98,0.0,11.0
1582,20110142,2011,1,Ceej,88.18,Sarge,82.56,1.0,1.0
1500,20110252,2011,2,Ceej,96.02,Rades,112.76,0.0,1.0
1601,20110351,2011,3,Ceej,85.08,Frank,105.1,0.0,1.0
1613,20110451,2011,4,Ceej,106.42,Schingen,113.96,0.0,1.0
1623,20110541,2011,5,Ceej,111.94,Faber,72.5,1.0,2.0
1635,20110641,2011,6,Ceej,93.14,Benny,87.68,1.0,3.0
1640,20110702,2011,7,Ceej,55.7,Lude,98.2,0.0,3.0
1654,20110812,2011,8,Ceej,63.88,Gresh,62.84,1.0,4.0
1668,20110922,2011,9,Ceej,99.48,Strand,129.46,0.0,4.0
1682,20111032,2011,10,Ceej,94.9,Winks,54.76,1.0,5.0
1695,20111142,2011,11,Ceej,108.46,Ost,46.58,1.0,6.0
1707,20111242,2011,12,Ceej,123.98,Sarge,85.72,1.0,7.0
1721,20111352,2011,13,Ceej,108.66,Rades,126.78,0.0,7.0
1728,20111431,2011,14,Ceej,111.14,Faber,130.9,0.0,7.0
1740,20111551,2011,15,Ceej,93.8,Schingen,82.8,1.0,8.0
466,20120131,2012,1,Ceej,118.66,Rades,81.82,1.0,1.0
478,20120231,2012,2,Ceej,79.26,Benny,79.94,0.0,1.0
1766,20120321,2012,3,Ceej,81.5,Schingen,105.42,0.0,1.0
1751,20120402,2012,4,Ceej,120.26,Lude,130.3,0.0,1.0
1774,20120512,2012,5,Ceej,104.3,Strand,120.86,0.0,1.0
1788,20120622,2012,6,Ceej,89.36,Sarge,90.32,0.0,1.0
1801,20120732,2012,7,Ceej,79.7,Ost,120.92,0.0,1.0
1814,20120841,2012,8,Ceej,101.98,Gresh,100.08,1.0,2.0
1826,20120941,2012,9,Ceej,85.58,Frank,91.8,0.0,2.0
1838,20121041,2012,10,Ceej,118.74,Winks,84.62,1.0,3.0
1850,20121141,2012,11,Ceej,65.24,Faber,95.94,0.0,3.0
1860,20121231,2012,12,Ceej,103.92,Rades,100.86,1.0,4.0
1872,20121331,2012,13,Ceej,89.7,Benny,90.88,0.0,4.0
1882,20121421,2012,14,Ceej,80.38,Winks,59.16,1.0,5.0
1889,20121512,2012,15,Ceej,90.2,Strand,75.34,1.0,6.0
1904,20121631,2012,16,Ceej,86.36,Gresh,54.2,1.0,7.0
534,20130141,2013,1,Ceej,113.32,Benny,99.56,1.0,1.0
1915,20130241,2013,2,Ceej,87.12,Rades,64.68,1.0,2.0
1925,20130331,2013,3,Ceej,94.2,Faber,77.94,1.0,3.0
1937,20130431,2013,4,Ceej,115.54,Frank,117.32,0.0,3.0
1944,20130502,2013,5,Ceej,76.64,Lude,86.62,0.0,3.0
1958,20130612,2013,6,Ceej,72.7,Sarge,88.88,0.0,3.0
1972,20130722,2013,7,Ceej,89.08,Gresh,74.8,1.0,4.0
1986,20130832,2013,8,Ceej,119.74,Ost,129.84,0.0,4.0
2000,20130942,2013,9,Ceej,112.28,Winks,96.36,1.0,5.0
2013,20131051,2013,10,Ceej,47.92,Strand,87.8,0.0,5.0
2025,20131151,2013,11,Ceej,77.72,Schingen,116.88,0.0,5.0
2035,20131241,2013,12,Ceej,68.26,Benny,101.32,0.0,5.0
2047,20131341,2013,13,Ceej,68.1,Rades,108.4,0.0,5.0
2055,20131421,2013,14,Ceej,58.16,Frank,67.56,0.0,5.0
2067,20131541,2013,15,Ceej,87.52,Rades,95.72,0.0,5.0
2095,20140141,2014,1,Ceej,103.96,Frank,90.48,1.0,1.0
2107,20140241,2014,2,Ceej,73.98,Winks,98.44,0.0,1.0
2117,20140331,2014,3,Ceej,81.12,Sarge,71.62,1.0,2.0
2129,20140431,2014,4,Ceej,97.98,Faber,89.02,1.0,3.0
2135,20140502,2014,5,Ceej,117.76,Lude,92.54,1.0,4.0
2149,20140612,2014,6,Ceej,62.18,Ost,87.0,0.0,4.0
2163,20140722,2014,7,Ceej,99.12,Strand,96.9,1.0,5.0
2177,20140832,2014,8,Ceej,84.34,Gresh,133.34,0.0,5.0
2191,20140942,2014,9,Ceej,120.32,Rades,117.72,1.0,6.0
2204,20141051,2014,10,Ceej,98.5,Schingen,124.38,0.0,6.0
2216,20141151,2014,11,Ceej,94.66,Benny,66.32,1.0,7.0
763,20141241,2014,12,Ceej,144.98,Frank,88.86,1.0,8.0
775,20141341,2014,13,Ceej,75.56,Winks,99.86,0.0,8.0
2227,20141412,2014,14,Ceej,108.32,Strand,84.88,1.0,9.0
2240,20141541,2014,15,Ceej,105.22,Winks,101.4,1.0,10.0
2247,20141612,2014,16,Ceej,103.44,Gresh,71.0,1.0,11.0
2279,20150121,2015,1,Ceej,94.76,Rades,76.24,1.0,1.0
2291,20150221,2015,2,Ceej,57.66,Benny,86.8,0.0,1.0
2300,20150302,2015,3,Ceej,109.82,Lude,118.18,0.0,1.0
2314,20150412,2015,4,Ceej,70.36,Frank,74.92,0.0,1.0
2328,20150522,2015,5,Ceej,67.44,Strand,99.0,0.0,1.0
2342,20150631,2015,6,Ceej,86.1,Schingen,112.64,0.0,1.0
2354,20150731,2015,7,Ceej,102.14,Gresh,75.92,1.0,2.0
2366,20150831,2015,8,Ceej,80.98,Ost,74.78,1.0,3.0
2378,20150931,2015,9,Ceej,103.16,Winks,82.24,1.0,4.0
2390,20151031,2015,10,Ceej,76.52,Sarge,102.86,0.0,4.0
2402,20151131,2015,11,Ceej,79.08,Faber,66.02,1.0,5.0
2412,20151221,2015,12,Ceej,105.68,Rades,96.74,1.0,6.0
